timestamp,ph,tds,temp,turbidity,do,hour,hour_sin,hour_cos,is_dawn,ph_roll,tds_roll,delta_ph,delta_tds,ammonia_risk_raw,ammonia_risk
2024-01-01 00:00:00,7.059605698361348,259.2903161707667,24.91718544757903,3.353076457330204,8.538398136372962,0,0.0,1.0,0,7.059605698361348,259.2903161707667,0.0,0.0,175.90550437285538,0.4968217686326617
2024-01-01 00:05:00,6.9979905622870575,281.67003221678084,25.083303367822666,22.983788672101603,8.65562628936104,0,0.0,1.0,0,7.028798130324203,270.4801741937738,-0.061615136074290255,22.379716046014153,175.53272023900618,0.49285763301192165
2024-01-01 00:10:00,7.106880852542297,264.15713633729143,24.667574219290607,31.46728869101285,8.344976470897846,0,0.0,1.0,0,7.054825704396901,268.37249490827963,0.10889029025523911,-17.512895879489406,175.3095108977424,0.49048405532917694
2024-01-01 00:15:00,7.22648510525863,306.6250828167672,25.525733137311484,48.32463235933219,7.947711065260756,0,0.0,1.0,0,7.097740554612333,277.93564188540154,0.11960425271633301,42.467946479475756,184.46133031758808,0.5878032544651239
2024-01-01 00:20:00,7.030167436373417,371.8307118877148,25.017147463512742,69.0747821265233,7.66325810566598,0,0.0,1.0,0,7.08422593096455,296.7146558858642,-0.19631766888521263,65.20562907094762,175.8747354489391,0.49649457609351333
2024-01-01 00:30:00,7.276777851230546,360.04922986610484,25.02272444220276,24.41596552435554,7.407512904862632,0,0.0,1.0,0,7.127660361538389,316.86643862493185,0.24661041485712865,-11.781482021609975,182.08480699846626,0.5625316297165734
2024-01-01 00:35:00,7.193814044887651,253.09967565918677,26.245396334769275,35.220738539646284,8.545022927501357,0,0.0,1.0,0,7.1668250580585084,311.15236731341304,-0.08296380634289502,-106.94955420691807,188.80450076670607,0.6339879364861118
2024-01-01 00:40:00,7.059790366573196,249.14236725018696,25.6363913945609,43.98463013656068,8.614553544010667,0,0.0,1.0,0,7.157406960864688,308.1494134959921,-0.1340236783144544,-3.9573084089998076,180.98754900102102,0.5508635378696864
2024-01-01 00:45:00,7.195589512963904,349.1156771005928,27.012918232486445,42.21164136609965,7.0414201854575325,0,0.0,1.0,0,7.151227842405743,316.6475323527572,0.135799146390708,99.97330985040583,194.3738711482309,0.6932118612989331
2024-01-01 00:50:00,7.089170568546553,355.316182680457,26.601272209332546,42.379904616656965,7.294480013612778,0,0.0,1.0,0,7.163028468840369,313.34462651130565,-0.10641894441735111,6.2005055798642275,188.58095603229563,0.6316107922784029
